title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future
The link between mental health and social conditions | Letters,2022-09-08T17:58:47Z,0,0,1,0,0,1,0,1,1
"Botox patients should undergo mental health screening, experts say",2022-09-15T17:30:03Z,1,0,1,0,0,1,0,1,0
NHS mental health hospital staff filmed ‘mocking and slapping’ patients,2022-09-28T16:17:33Z,1,0,1,0,0,1,0,1,1
‘Role overload’: the mental health burden of being a woman,2022-09-16T20:00:26Z,0,0,1,0,0,1,0,1,1
UK economic growth remains tepid despite sizzling temperatures,2022-09-12T07:40:19Z,1,0,0,0,0,0,0,1,1
Labour’s low-carbon plans look like sensible economic policy,2022-09-27T17:23:44Z,1,1,0,0,0,0,1,1,1
Kwarteng tells City bosses his economic plan ‘will work’,2022-09-27T13:30:11Z,1,0,0,0,0,0,0,1,1
History suggests Kwarteng’s gargantuan economic gamble won’t end well,2022-09-23T11:30:44Z,1,0,0,0,0,0,0,1,1
India is quietly laying claim to economic superpower status,2022-09-12T07:00:06Z,0,1,0,0,0,0,1,1,1
Porsche shares rise on first trading day in €75bn stock market float,2022-09-29T11:28:33Z,0,1,0,0,1,0,1,0,0
Balakliia residents take stock after Ukraine recaptures frontline town,2022-09-13T19:14:44Z,1,0,0,0,0,0,0,1,1
Porsche IPO could raise up to €75bn for parent Volkswagen,2022-09-19T10:24:58Z,0,1,0,0,0,0,1,1,0
UK mortgages: ‘next 10 days crucial’ in how much rates rise,2022-09-27T09:22:50Z,1,0,0,0,0,0,0,1,1
Church of England’s homophobic cruelty risks making it a laughing stock | Letters,2022-09-25T16:47:18Z,0,0,1,0,0,1,0,1,1
Morrisons profits plunge 50% after ‘unprecedented’ inflation,2022-09-28T16:58:29Z,1,0,0,0,0,1,0,1,1
Federal Reserve warns of ‘pain’ ahead as inflation surges ,2022-09-21T06:00:22Z,1,0,0,0,0,0,0,1,1
Dow Jones plunges amid news of US inflation rates,2022-09-13T20:59:05Z,1,0,0,0,0,0,0,1,1
UK inflation falls to 9.9% after drop in petrol prices,2022-09-14T07:43:07Z,1,0,0,0,0,0,0,1,1
Aldi becomes fourth largest supermarket as grocery inflation hits 12.4%,2022-09-13T14:58:47Z,1,0,0,0,0,0,0,1,1
UK construction industry shrinks as recession looms ,2022-09-06T11:00:40Z,1,0,0,0,0,0,0,1,1
Recession fears shake Germany as energy costs hit business,2022-09-19T16:00:03Z,1,0,1,0,0,1,0,1,1
"Liz Truss’s energy price freeze could soften UK recession, say economists",2022-09-06T16:44:51Z,1,1,0,0,0,0,0,1,1
"Leading economies sliding into recession as Ukraine war cuts growth, OECD finds",2022-09-26T17:55:14Z,1,0,0,0,0,1,0,1,1
Unprecedented events creating ‘extremely severe’ risk of global recession – economist Adam Tooze,2022-09-23T02:00:22Z,1,1,0,0,0,1,0,1,1
Democrats call for justice department to investigate migrant flights,2022-09-23T20:38:05Z,1,0,1,0,0,0,0,1,0
Dalian Atkinson’s family condemns justice system for six-year delay,2022-09-28T18:09:37Z,0,0,1,0,0,1,0,1,1
Justice department appeals special master ruling for Trump documents,2022-09-09T00:08:16Z,0,0,1,0,0,0,0,1,1
Thousands call for ‘climate reparations and justice’ in global protests,2022-09-23T17:23:10Z,1,0,1,0,0,1,0,1,1
Liz Truss’s justice secretary urged to meet striking criminal barristers,2022-09-06T12:47:55Z,0,0,1,0,0,1,0,1,1
Labour must be the party of electoral reform | Letters,2022-09-29T15:52:25Z,0,1,1,0,0,0,0,1,0
Why is Labour ignoring its own members on electoral reform? | Polly Toynbee,2022-09-30T07:00:33Z,1,0,1,0,0,1,0,1,1
New Met police chief snubs head of National Black Police Association,2022-09-25T12:49:38Z,0,0,1,0,0,1,0,1,1
"Without radical tax reform, Australia faces an insoluble public finance problem | Satyajit Das",2022-09-25T17:30:40Z,1,0,0,0,0,1,0,1,1
"Ukraine needs ‘radical’ reform to sustain war effort, warn economists",2022-09-09T11:00:31Z,1,0,0,0,0,1,0,1,1
Climate change is GREAT for termites! Wait what is this? | First Dog on the Moon,2022-09-26T06:56:52Z,1,0,0,0,0,0,0,1,1
Australian parliament passes first climate change legislation in a decade,2022-09-08T06:59:36Z,0,1,1,0,0,0,0,1,1
"US flood maps outdated thanks to climate change, Fema director says",2022-09-04T21:48:54Z,1,0,0,0,0,0,0,1,1
Labor overhauls Climate Change Authority to counter concerns of excessive business influence,2022-09-13T17:30:43Z,0,1,1,0,0,0,0,1,1
"More Australians worried about climate change than ever before, but conservatives less so",2022-09-02T06:59:11Z,1,0,1,0,0,0,0,1,1
"Carbon capture is not a solution to net zero emissions plans, report says",2022-09-01T05:00:45Z,1,0,0,0,0,1,0,1,1
Jacob Rees-Mogg: the fossil fuel fan in charge of cutting UK carbon emissions,2022-09-07T12:38:16Z,0,0,1,0,0,0,0,1,0
NSW becomes first state to treat carbon dioxide as pollutant to ensure industries cut emissions,2022-09-08T00:23:59Z,1,1,0,0,0,0,0,1,1
"Free carbon credits could threaten Australia’s emission reduction targets, Labor’s advisers warn",2022-09-18T17:30:21Z,1,0,1,0,0,0,0,1,1
"Energy bills may rise if government gives Drax more support, say MPs",2022-09-20T05:00:03Z,1,0,1,0,0,0,0,1,1
Uber responding to ‘cybersecurity incident’ after hack,2022-09-16T14:05:16Z,1,0,0,0,0,0,0,1,1
Government flags new cybersecurity laws and increase in fines after Optus breach,2022-09-26T17:30:07Z,1,0,1,0,0,0,0,1,1
Optus data breach: cybersecurity reforms expected to enable companies to rapidly inform financial institutions,2022-09-25T08:32:36Z,1,0,1,0,0,0,0,1,1
Darktrace shares slump after takeover talks collapse,2022-09-08T09:21:50Z,0,0,0,0,0,1,0,1,1
‘Toxic’: Darktrace’s future clouded by concerns over culture and fraud case,2022-09-07T05:00:40Z,1,0,0,0,0,0,0,1,1
"US added 315,000 jobs in August as strong market defies signs of worsening economy",2022-09-02T14:03:32Z,1,0,0,0,0,0,0,1,1
Fragile state of UK economy scrutinised as nation mourns,2022-09-11T17:29:06Z,1,0,0,0,0,0,0,1,1
How Kwasi Kwarteng’s mini-budget hit UK economy – in numbers,2022-09-30T12:46:55Z,1,0,1,0,0,1,0,1,1
Labour focuses on spelling out alternative vision for the economy,2022-09-25T18:21:09Z,1,0,0,0,0,0,0,1,1
Kwarteng: UK economy must expect more tax cuts and deregulation,2022-09-25T13:17:54Z,1,0,1,0,0,0,0,1,1
TikTok tightens policies around political issues in run-up to US midterms,2022-09-21T14:49:21Z,0,0,0,0,0,0,0,1,0
Cryptic crosswords for beginners: a little bit of politics,2022-09-19T10:15:16Z,0,0,0,0,0,0,0,0,0
Carolee Schneemann: Body Politics; Marcus Coates: The Directors – review,2022-09-11T12:00:31Z,1,0,1,1,0,0,0,1,0
King Charles’s endless meddling in architectural politics has accomplished nothing | Phineas Harper,2022-09-21T12:00:28Z,0,0,1,0,0,1,0,1,1
"With Liz Truss’s wild energy gamble, big politics is back | Gaby Hinsliff",2022-09-09T13:00:34Z,1,0,0,0,0,0,0,1,1
"Far-right group discussed killing Argentina’s vice-president, court hears",2022-09-15T18:41:29Z,1,0,1,0,0,0,0,1,1
Ex-president demands inquiry into Marshall Islands ‘mini-state plot’,2022-09-08T10:21:09Z,0,0,1,0,0,0,0,1,1
"China using ‘cognitive warfare’ to intimidate Taiwan, says president Tsai",2022-09-07T05:18:32Z,1,0,1,0,0,0,0,1,1
Chile’s president reveals changes to senior team after constitution failure,2022-09-06T22:26:42Z,0,0,0,0,0,1,0,1,1
President Biden finally is sounding the alarm about democracy. Good | Thomas Zimmer,2022-09-10T10:12:05Z,1,1,1,0,0,1,0,1,1
US supreme court backs Black voters challenging Georgia election rules,2022-08-20T16:53:43Z,0,1,0,1,0,0,0,1,0
"Election lies pose physical threat to US poll workers, House report warns",2022-08-11T19:49:53Z,1,0,1,0,0,0,0,1,1
Rightwing sheriffs’ groups ramp up drives to monitor US midterm elections,2022-08-17T11:00:14Z,1,0,1,0,0,0,0,1,1
Election denialism remains powerful in Republican politics | The fight to vote,2022-08-04T10:00:05Z,1,0,1,0,0,0,0,1,1
Angola’s incumbent claims election lead amid rising tensions,2022-08-25T16:06:44Z,1,0,1,0,0,0,0,1,1
Count for Kenya’s presidential election enters fourth day,2022-08-12T20:35:45Z,1,0,1,0,0,1,0,1,0
William Ruto declared winner of Kenya presidential election amid dispute,2022-08-15T18:31:30Z,1,0,1,1,0,0,0,1,1
FBI searched Trump’s home seeking classified presidential records – sources,2022-08-10T05:59:02Z,1,0,1,0,0,0,0,1,1
Brazil’s presidential campaign launches amid fears of violence and upheaval,2022-08-16T09:15:00Z,1,0,0,0,0,0,0,1,1
FBI was seeking classified presidential records at Trump’s home | First Thing,2022-08-10T10:12:03Z,1,0,1,0,0,0,0,1,1
Republican candidates who deny 2020 election results win key primaries,2022-08-03T15:37:46Z,1,0,1,0,0,0,0,1,1
Kenya opposition leader files court challenge to election result,2022-08-22T15:30:29Z,1,0,1,0,1,0,0,1,1
Kenya opposition leader rejects election result as ‘null and void’,2022-08-16T13:35:27Z,1,0,1,0,0,0,0,1,1
Progressives bullish despite mixed results in Democratic primaries,2022-08-06T08:00:09Z,0,1,1,0,0,0,0,1,1
Calls for watchdog to investigate delays to BTec results,2022-08-25T16:16:04Z,0,0,1,0,0,1,0,1,1
Angolans go to polls in most competitive election in decades,2022-08-24T10:46:14Z,1,1,1,0,0,0,0,1,1
Kansas abortion referendum drives record number of voters to polls,2022-08-03T19:51:29Z,0,1,1,0,0,0,0,1,1
Strength in Numbers by G Elliot Morris review – why polls matter,2022-08-10T10:00:13Z,0,0,1,0,0,0,0,1,0
Kenyans go to polls against backdrop of soaring cost of living,2022-08-09T12:51:02Z,1,1,1,0,0,1,1,1,1
Brazilians fear return to dictatorship as ‘deranged’ Bolsonaro trails in polls,2022-08-09T11:00:27Z,1,0,1,0,0,0,0,1,1
China-Taiwan tensions: how worried should we be about military conflict?,2022-08-04T02:04:08Z,1,0,0,0,0,0,0,1,1
The west cannot dissociate itself from the conflict in Ukraine | Letters,2022-08-05T16:39:38Z,1,0,1,0,0,0,0,1,1
Joe Biden announces $3bn in fresh Ukraine military aid,2022-08-24T19:53:55Z,0,1,0,0,1,0,1,1,1
Thursday briefing: The weeks that could decide fate of Ukraine conflict,2022-08-11T05:36:34Z,1,0,0,0,0,1,0,1,1
"Russia to stage ‘provocation’ at nuclear plant, warns Ukrainian military",2022-08-18T19:07:20Z,1,0,0,0,0,0,0,1,1
"FBI sought national defense documents at Trump’s Mar-a-Lago, affidavit shows",2022-08-26T17:20:33Z,1,0,1,0,0,0,0,1,1
US universities have become arms of the defense industry. This isn’t healthy | Indigo Olivier,2022-08-18T10:00:43Z,0,0,1,0,0,1,0,1,1
‘It’s heartbreaking’: England’s school leaders on budget shortfalls,2022-08-29T17:00:02Z,1,0,1,0,0,1,0,1,1
"England’s housing strategy would blow entire carbon budget, says study",2022-08-22T23:01:45Z,1,0,0,0,0,1,0,1,1
China resumes military drills off Taiwan after shelving US talks,2022-08-08T12:48:42Z,1,0,1,0,0,0,0,1,1
China sanctions Taiwan officials and stages new military drills after US lawmakers’ Taipei visit,2022-08-16T07:01:27Z,1,0,1,0,0,0,0,1,1
US and South Korea begin largest military drills for years as North ramps up tensions,2022-08-22T04:04:21Z,1,0,1,0,0,0,0,1,1
Joe Biden announces $3bn in fresh Ukraine military aid,2022-08-24T19:53:55Z,0,1,0,0,1,0,1,1,1
Zaporizhzhia nuclear plant partly reconnected to Ukraine grid,2022-08-26T15:38:34Z,1,1,1,0,0,0,0,1,1
Sizewell C nuclear plant approval faces legal challenge,2022-08-08T06:00:07Z,1,0,1,0,0,0,0,1,1
Impact of war on Zaporizhzhia nuclear plant – visual guide,2022-08-26T09:58:46Z,1,0,1,0,0,0,0,1,1
Russia blocks UN nuclear treaty agreement over Zaporizhzhia clause,2022-08-27T02:52:02Z,1,0,1,0,0,1,0,1,1
Shelling temporarily disconnects Zaporizhzhia nuclear plant from Ukraine grid,2022-08-25T18:26:41Z,1,0,1,0,0,0,0,1,1
US House passes Democrats’ landmark healthcare and climate bill,2022-08-12T21:44:52Z,0,1,1,1,0,0,1,1,1
John Oliver: US mental healthcare ‘almost designed to prevent people from accessing it’,2022-08-01T15:50:45Z,0,0,1,0,0,1,0,1,1
Facing the uncomfortable possibility that healthcare is discriminatory,2022-08-28T16:00:01Z,1,0,1,0,0,1,0,1,0
Senate passes $739bn healthcare and climate bill | First Thing,2022-08-08T09:51:37Z,0,1,1,0,0,0,0,1,1
Senate passes $739bn healthcare and climate bill after months of wrangling,2022-08-07T20:00:11Z,0,1,1,1,0,0,0,1,1
FDA authorizes Covid-19 booster shots retooled to tackle Omicron subvariants,2022-08-31T16:48:17Z,1,1,0,0,0,0,0,1,1
Angela Rasmussen on Covid-19: ‘This origins discussion is the worst thing about Twitter’,2022-08-13T17:00:46Z,1,0,1,0,0,1,0,1,1
Corrections and clarifications,2022-08-24T20:00:44Z,0,0,0,0,0,0,0,1,0
Instagram and Facebook suspend Robert Kennedy Jr’s anti-vaccine group,2022-08-18T22:15:53Z,1,0,1,0,0,0,0,1,1
Biden bounces back: Inside 19 August Guardian Weekly ,2022-08-17T09:43:22Z,1,1,1,0,0,1,0,1,1
Cineworld preparing to file for bankruptcy after pandemic rout,2022-08-19T13:04:11Z,1,0,0,0,0,1,0,1,1
Covid inquiry to examine how Boris Johnson’s cabinet handled pandemic,2022-08-31T13:02:38Z,0,0,1,0,0,1,0,1,0
"As Americans ditch Covid measures, pandemic worsens for the vulnerable",2022-08-30T07:30:19Z,1,0,1,0,0,1,0,1,1
Gordon Ramsay’s restaurant group reports £12m in pandemic losses,2022-08-04T13:25:23Z,1,0,0,0,0,0,0,1,1
Camping Trip review – pandemic lakeside R&R becomes operatic bloodbath,2022-08-15T12:00:38Z,1,0,0,0,0,0,0,1,0
"Australia secures 450,000 doses of monkeypox vaccine",2022-08-04T04:34:45Z,1,1,0,0,1,0,0,1,1
Dual-variant Covid vaccine approved for UK booster programme,2022-08-15T15:19:47Z,1,1,0,0,0,0,0,1,1
Four anti-vaccine protesters sentenced for threatening BBC’s Nick Watt,2022-08-30T17:09:12Z,1,0,1,0,0,0,0,1,1
Biden administration to distribute extra 1.8m monkeypox vaccine doses,2022-08-18T16:05:46Z,1,1,1,0,0,0,0,1,0
Instagram and Facebook suspend Robert Kennedy Jr’s anti-vaccine group,2022-08-18T22:15:53Z,0,0,1,0,0,0,0,1,1
Mental health resources: how universities are supporting students,2022-08-15T10:50:03Z,1,1,0,0,1,0,0,1,0
The drugs don’t work (and other mental health myths),2022-08-07T10:00:40Z,0,1,0,0,0,1,0,1,0
Fears A-level grade crackdown could harm pupils’ mental health,2022-08-12T21:30:23Z,1,0,0,0,0,0,0,1,1
His dark materials: the bush noir that grapples with mental health,2022-08-16T17:30:12Z,1,0,1,0,0,1,0,1,0
"Children more candid about mental health when talking to robot, study finds",2022-08-31T23:01:38Z,0,1,0,0,1,0,0,1,0
How to tackle the UK cost of living crisis – the main economic ideas,2022-08-21T13:44:21Z,1,0,1,0,0,0,0,1,1
The threat of economic crisis could yet turn the tide in Rishi Sunak’s favour | Gaby Hinsliff,2022-08-04T22:41:16Z,1,0,0,0,0,1,0,1,1
Factories bearing the brunt of UK economic slowdown,2022-08-23T11:54:31Z,1,0,0,0,0,0,0,1,1
The Observer view on the Tory party leaving Britons to face the economic crisis alone | Observer editorial,2022-08-07T05:00:34Z,1,0,1,0,0,1,0,1,1
Kenya election: shifting alliances and economic woe to fore,2022-08-08T04:00:02Z,1,0,1,0,0,1,0,1,1
Stock answer to 50kg marrow question | Brief letters,2022-08-26T16:42:28Z,0,1,1,1,0,0,0,0,0
How to turn spent corn cobs into stock – recipe | Waste not,2022-08-13T05:00:31Z,0,0,0,0,0,0,0,0,0
Stock horror as lost Oxo cubes ruin camping trip | Brief letters,2022-08-07T15:55:21Z,1,0,0,0,0,0,0,1,0
AMC stocks drop sharply as investors sour on ‘meme-stock’ rally,2022-08-22T16:54:16Z,1,0,0,0,0,0,0,1,1
Winning bets? Meme stock frenzy of 2021 makes a return,2022-08-13T07:00:34Z,1,0,0,0,0,0,0,1,1
French MPs poised to approve €20bn inflation relief package,2022-08-04T12:43:20Z,1,0,1,0,0,0,1,1,0
‘I am not blaming anyone’: Estonians shrug off 23% inflation,2022-08-20T07:00:33Z,1,0,0,0,0,0,0,1,1
Amey bosses celebrated profits while offering below-inflation pay rises,2022-08-12T13:15:07Z,0,0,1,0,0,1,0,1,1
US inflation isn’t going away. Small businesses must plan ahead | Gene Marks,2022-08-14T10:00:06Z,1,0,0,0,0,0,0,1,1
Sunak scorns Truss’s claims that tax cuts can avert recession,2022-08-04T22:25:28Z,1,0,1,0,0,0,0,1,1
Europe on the brink: the states battling to stave off recession,2022-08-20T15:00:43Z,1,0,0,0,0,1,0,1,1
Truss warns against ‘talking UK into a recession’ in leadership hustings,2022-08-05T20:53:05Z,1,1,0,0,0,0,1,1,1
"As recession looms, the Bank of England’s independence is under threat",2022-08-04T15:29:34Z,1,0,1,0,0,1,0,1,1
UK economy shrinks by 0.1% in second quarter as recession looms,2022-08-12T10:29:20Z,1,0,0,0,0,1,0,1,1
Dorothy Roberts on reproductive justice: ‘Abortion isn’t the only focus’,2022-08-28T10:00:25Z,1,0,1,0,0,1,0,1,1
French justice ministry under pressure to explain jail go-karting,2022-08-22T14:12:10Z,0,0,1,0,0,0,0,1,0
UK Muslim charity trying to break record for blood donations in one day,2022-08-27T15:50:12Z,0,1,0,0,0,0,0,1,0
"Florida Republicans targeted Black voters, justice department says in filing",2022-08-17T23:09:29Z,0,0,1,0,0,0,0,1,1
‘Veticare’: Victoria’s Animal Justice party proposes affordable veterinary care system,2022-08-02T09:09:42Z,1,1,0,0,0,0,0,1,1
Labour needs to champion a radical reform programme | Letters,2022-08-31T17:16:25Z,1,1,0,0,0,0,0,1,1
Crony peerages are proof that Lords reform is urgent | Letters,2022-08-02T17:07:45Z,0,0,1,0,0,1,0,1,1
Why does the government want to reform judicial review?,2022-08-07T17:00:03Z,1,0,1,0,0,0,0,1,1
The urgent reform needed in the Conservative leadership voting process | Letter,2022-08-16T16:08:43Z,1,0,1,0,0,0,0,1,1
Uber’s push into patient transport renews calls for gig economy reform,2022-08-19T06:42:17Z,0,0,1,0,0,0,1,1,1
"Reinstate climate change minister role, says green Tory Chris Skidmore",2022-08-09T05:00:17Z,1,1,1,0,0,1,0,1,1
What does the US-China row mean for climate change? ,2022-08-05T16:18:41Z,1,0,0,0,0,1,0,1,1
Australia’s climate change targets will become law. What happens now?,2022-08-04T17:30:22Z,0,0,0,0,0,0,0,1,1
Peter Dutton rejects push by moderate Liberals to change position on climate legislation,2022-08-02T04:53:29Z,0,0,0,0,0,0,0,1,1
‘Change is coming’: Meet the Englishman prepping for climate apocalypse in an old German barracks,2022-08-06T14:00:16Z,1,1,1,0,0,0,0,1,1
Google accused of airbrushing carbon emissions in flight search results,2022-08-25T14:57:16Z,0,0,1,0,0,0,0,1,1
Cryptocurrency ethereum plans to cut carbon emissions by 99% with upgrade,2022-08-29T12:55:18Z,1,1,0,0,0,0,0,1,0
Labor wants safeguard mechanism to cut emissions from big polluters by up to 6% a year,2022-08-17T17:30:24Z,0,1,0,0,0,0,1,1,1
TechScape: How a major change to ethereum could change cryptocurrency forever,2022-08-24T10:45:33Z,1,0,0,0,0,0,0,1,1
"Spyware is huge threat to global human rights and democracy, expert warns",2022-08-09T12:16:49Z,1,0,1,0,0,0,0,1,1
Experts question security of online vote to pick Tory leader,2022-08-22T15:15:34Z,1,0,0,0,0,0,0,1,1
Twitter’s whistleblower has pitched up at a very inconvenient moment | John Naughton,2022-08-27T15:00:01Z,1,0,1,0,0,0,0,1,0
Ballot papers for Tory leadership vote delayed after security concerns,2022-08-02T22:05:06Z,1,0,0,0,0,0,0,1,0
Ofwat may want to supply better evidence of being tough on water firms | Nils Pratley,2022-08-16T18:27:08Z,0,0,1,0,0,0,0,1,1
"While Biden is tackling inflation and shaping a green economy for the US, Britain is being left behind | Carys Roberts",2022-08-10T07:00:45Z,0,1,1,0,0,1,0,1,1
Pelosi’s Taiwan trip could have significant consequences for global economy | Larry Elliott,2022-08-03T13:49:00Z,1,1,0,0,0,0,0,1,1
Rishi Sunak rejects claim he has ‘doomster’ attitude to economy,2022-08-01T08:59:45Z,0,0,0,0,0,0,1,1,1
"Truss poised to plunge UK economy into ‘inflation spiral’, says Sunak",2022-08-22T07:50:39Z,1,1,1,0,0,1,0,1,1
Uber’s push into patient transport renews calls for gig economy reform,2022-08-19T06:42:17Z,0,0,1,0,0,0,0,1,1
Wednesday briefing: What Cheney’s drubbing means for US politics,2022-08-17T05:38:40Z,1,0,0,0,0,0,0,1,1
Billions in ‘dark money’ is influencing US politics. We need disclosure laws | David Sirota and Joel Warner,2022-08-29T10:19:23Z,1,0,1,0,0,1,0,1,1
"US political violence is surging, but talk of a civil war is exaggerated – isn’t it?",2022-08-20T06:05:31Z,1,0,1,0,0,1,0,1,1
Election denialism remains powerful in Republican politics | The fight to vote,2022-08-04T10:00:05Z,1,0,1,0,0,0,0,1,1
Energy crisis puts politics in a radically different light | Letters,2022-08-28T16:35:00Z,0,0,1,0,0,1,0,1,1
Liz Cheney considers run for president after Republican primary defeat,2022-08-17T13:43:36Z,1,1,1,0,0,0,0,1,1
Prankster seizes Bolsonaro website and turns president into ‘snake-tongued liar’,2022-08-31T16:56:27Z,0,0,1,1,0,0,0,1,0
Biden’s chief of staff says president is comparable to historic predecessors,2022-08-19T14:51:27Z,0,1,1,0,0,0,0,1,1
Chinese president Xi Jinping expected to visit Saudi Arabia next week,2022-08-11T06:00:35Z,0,0,1,0,0,0,0,1,0
US has increased arms sales abroad despite Biden election pledge,2022-10-20T17:25:15Z,0,0,1,0,0,0,0,1,1
‘Be like North Carolina’: rightwing election efforts signal growing US movement,2022-10-11T11:00:03Z,1,0,1,0,0,0,0,1,1
The Guardian view on Brazil’s election: Bolsonaro’s return would cost us all | Editorial,2022-10-27T17:41:49Z,1,1,0,0,0,0,0,1,1
‘A madness has taken hold’ ahead of US midterms: local election officials fear for safety,2022-10-27T10:00:27Z,1,1,1,0,0,0,0,1,1
US prices rise in September as midterm elections loom,2022-10-13T15:24:00Z,1,0,1,0,0,0,0,1,1
‘A clash of two Brazils’: presidential election divides voters – even gangsters,2022-10-21T09:30:19Z,1,0,1,0,0,0,0,1,1
‘Lula represents hope’: Brazil presidential frontrunner takes his message into Rio’s favelas,2022-10-13T00:24:08Z,0,1,1,0,1,1,0,1,1
Doug Mastriano: is the Trump-backed election denier too extreme to win?,2022-10-24T06:00:59Z,1,0,1,0,0,0,0,1,1
Lula: the rise and fall and rise again of Brazil’s president-elect,2022-10-31T10:37:12Z,0,1,0,1,1,1,0,1,1
Early voters in Arizona midterms report harassment by poll watchers,2022-10-20T19:57:01Z,1,0,1,0,0,0,0,1,1
Brazil election 2022: full results from the first round,2022-10-03T00:35:17Z,0,0,0,0,0,0,0,1,0
Brazil election 2022: live results as Lula beats Bolsonaro to return as president,2022-10-30T23:01:45Z,0,1,0,0,0,0,0,1,1
Brazil election: why was Sunday’s result so disappointing for the left?,2022-10-03T09:19:54Z,1,1,0,0,0,1,0,1,1
 Bolsonaro remains silent after election defeat to Lula as key allies accept result,2022-10-31T12:51:24Z,1,0,0,0,0,0,0,1,1
"Trump signed statement alleging voter fraud knowing it was false, judge says",2022-10-20T00:00:51Z,0,0,1,0,0,0,0,1,1
Can Obama magic charm Democrats to the polls in crucial midterms?,2022-10-30T06:00:19Z,1,1,1,0,0,1,0,1,1
Republicans plan to torpedo key Biden policies as polls predict midterm victory,2022-10-21T07:00:17Z,1,0,1,0,0,0,0,1,1
‘He must be stopped’: emotions run high as Brazil’s voters go to polls,2022-10-30T15:42:18Z,1,0,1,0,0,0,0,1,1
"Abortion is key motivator for Democratic-leaning voters in US midterms, poll finds",2022-10-12T22:55:49Z,1,0,1,0,0,0,0,1,1
Brazilians go to polls with Lula slight favourite to oust far-right Bolsonaro,2022-10-30T06:00:20Z,1,1,1,0,0,0,0,1,0
The Guardian view on the world’s forgotten conflict: Ethiopia’s devastating war | Editorial,2022-10-23T17:30:43Z,1,0,1,0,0,1,0,1,1
Conflict between activists and zoos shows no sign of going away,2022-10-17T05:00:57Z,0,0,1,0,0,1,0,1,0
BTS members to do military service in South Korea,2022-10-17T10:03:57Z,0,0,0,0,0,0,0,1,1
Taiwan’s military recruitment pool shrinking due to low birthrate,2022-10-04T13:59:33Z,1,0,0,0,0,1,0,1,1
Coalition warns against requiring parliamentary vote to commit Australia to war,2022-10-04T16:30:46Z,1,0,0,0,0,0,0,1,1
Senator raises alarm Saudis could share US defense technology with Russia,2022-10-17T07:00:58Z,1,0,1,0,0,0,0,1,1
Harvey Weinstein trial: witness breaks down as defense digs into lack of proof,2022-10-27T02:10:53Z,1,0,0,0,0,1,0,1,0
NBA opening night: Warriors top Lakers to open title defense as Celts edge 76ers,2022-10-19T02:34:31Z,0,1,0,1,0,0,0,1,0
Federal budget 2022: Jim Chalmers heralds budget of ‘restraint’ while warning of risks ahead for households,2022-10-25T08:41:19Z,1,0,0,0,0,0,0,1,1
UK councils slashing services to meet £3.2bn budget shortfall,2022-10-28T18:00:35Z,1,0,1,0,0,1,0,1,1
Gun used by Mexican cartel to shoot down military helicopter bought in US,2022-10-27T22:21:08Z,1,0,1,0,0,1,0,1,0
BTS members to do military service in South Korea,2022-10-17T10:03:57Z,0,0,0,0,0,0,0,1,1
Taiwan’s military recruitment pool shrinking due to low birthrate,2022-10-04T13:59:33Z,1,0,0,0,0,1,0,1,1
Perpetrator of Syria’s Tadamon massacre still working on military base,2022-10-28T04:00:18Z,1,0,1,0,0,1,0,1,1
EU plans to impose sanctions on Iran military leaders over drones,2022-10-19T11:31:07Z,1,0,1,0,0,0,0,1,1
"Morning mail: 200,000 robodebt reviews wiped, G7 leaders warn Putin over nuclear threat, Bali bombings remembered",2022-10-11T19:59:00Z,1,1,1,0,0,0,0,1,1
Are Putin’s nuclear threats really likely to lead to Armageddon?,2022-10-07T19:20:24Z,1,0,0,0,0,0,0,1,1
Poland suggests hosting US nuclear weapons amid growing fears of Putin’s threats,2022-10-05T21:46:49Z,1,0,0,0,0,0,0,1,1
"Biden’s ‘Armageddon’ warning wasn’t based on new intelligence, US says",2022-10-07T20:01:16Z,1,0,0,0,0,0,0,1,1
Pentagon spokesperson tamps down concerns over nuclear ‘Armageddon’ ,2022-10-09T15:32:00Z,1,0,1,0,0,0,0,1,1
Money is the lifeblood of healthcare in the US | Letters,2022-10-30T17:28:49Z,1,0,1,0,0,1,0,1,1
What private healthcare does as the NHS suffers cuts | Letters,2022-10-14T16:03:38Z,0,0,1,0,0,1,0,1,1
"Owen Paterson may face £7,500 fine over lobbying for healthcare firm",2022-10-14T15:31:50Z,0,0,1,0,0,0,0,1,0
Shiny new hospitals won’t solve Australia’s healthcare crisis. They could make it worse | Ranjana Srivastava,2022-10-18T15:00:06Z,1,0,1,0,0,1,0,1,1
The new state of healthcare in America: one for men and a worse one for women | Moira Donegan,2022-10-12T10:14:30Z,1,0,1,0,0,1,0,1,1
Worrying words from Covid-19 inquiry chair | Letters,2022-10-09T16:54:19Z,0,0,1,0,0,1,0,1,1
Covid-19 inquiry to examine Boris Johnson WhatsApp messages,2022-10-31T16:14:05Z,0,0,1,0,0,1,0,1,1
Covid-19 public inquiry opens amid anger from bereaved over testimony,2022-10-04T11:22:36Z,0,0,1,0,0,1,0,1,1
Japan opens borders to tourists as last pandemic travel restrictions eased,2022-10-11T03:22:26Z,1,1,0,0,0,0,1,1,1
"Family pays tribute to student, 19, fatally stabbed in Manchester",2022-10-27T17:52:08Z,1,0,1,0,0,1,0,1,1
