title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future,sp500_close_today,sp500_close_next_day,sp500_close_next_week,Next_Day_Change,Next_Week_Change,Next_Day_Status,Next_Week_Status
Chelsea’s Abramovich ‘trying to help’ in Ukraine-Russia conflict,2022-02-28,1,0,1,0,0,0,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
Coalition pledges $804m to ensure Antarctica is ‘free from conflict’,2022-02-21,0,1,0,0,0,0,1,1,1,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
Defense and cybersecurity stocks climb amid Russia’s invasion of Ukraine,2022-02-28,1,1,0,0,0,0,1,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
UK reports first budget surplus in Covid crisis despite rising inflation,2022-02-22,0,1,0,0,0,0,1,1,1,[4304.75976562],[4225.5],[4306.25976562],[-79.25976562],[1.5],ירידה,עלייה
Leader of Black police body calls Cressida Dick ‘defensive and dismissive’,2022-02-11,1,0,1,0,0,0,0,1,1,[4418.64013672],,[4348.87011719],,[-69.77001953],ללא שינוי,ירידה
Netflix offers £1.5m budget in search for new UK film-makers,2022-02-23,0,1,0,1,0,0,1,0,0,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
‘Nervous’ wandering chicken caught at US Pentagon security checkpoint,2022-02-03,0,0,0,1,0,0,0,1,0,[4477.43994141],[4500.52978516],[4504.08007812],[23.08984375],[26.64013672],עלייה,עלייה
Ukraine crisis: Russia criticises US military moves as ‘destructive step’,2022-02-03,1,0,1,0,0,0,0,1,1,[4477.43994141],[4500.52978516],[4504.08007812],[23.08984375],[26.64013672],עלייה,עלייה
One in five applicants to white supremacist group tied to US military,2022-02-09,1,0,1,0,0,0,0,1,1,[4587.18017578],[4504.08007812],[4475.00976562],[-83.10009766],[-112.17041016],ירידה,ירידה
Ukraine crisis: Russia has in place 70% of military needed for full invasion – US officials,2022-02-06,1,0,0,0,0,0,0,1,1,,[4483.87011719],,,,ללא שינוי,ללא שינוי
France announces military withdrawal from Mali after nine years,2022-02-17,0,0,1,0,0,1,0,1,1,[4380.25976562],[4348.87011719],[4288.70019531],[-31.38964844],[-91.55957031],ירידה,ירידה
Ottawa police considering military intervention to end ‘unlawful’ blockade,2022-02-02,1,0,1,0,0,0,0,1,1,[4589.37988281],[4477.43994141],[4587.18017578],[-111.93994141],[-2.19970703],ירידה,ירידה
Would Vladimir Putin actually use nuclear weapons?,2022-02-28,1,0,0,0,0,0,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
UK beer and meat producers breathe sigh of relief after CO2 deal is struck ,2022-02-01,0,1,0,0,0,0,1,1,1,[4546.54003906],[4589.37988281],[4521.54003906],[42.83984375],[-25.],עלייה,ירידה
The subtle but deadly threat to UK democracy | Letters ,2022-02-28,1,0,1,0,0,0,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
Putin’s looming threat gives Johnson some breathing space,2022-02-23,1,0,1,0,0,0,0,1,1,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
Monday briefing: Rouble tumbles as sanctions bite,2022-02-28,1,0,1,0,0,1,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
US healthcare giant’s takeover of GP practices lands in high court ,2022-02-02,1,0,1,0,0,0,0,1,1,[4589.37988281],[4477.43994141],[4587.18017578],[-111.93994141],[-2.19970703],ירידה,ירידה
"As Omicron peaks, the US healthcare system is left ‘broken beyond repair’",2022-02-04,1,1,1,0,0,1,0,1,1,[4500.52978516],,[4418.64013672],,[-81.88964844],ללא שינוי,ירידה
Grim diagnosis of racial inequality in healthcare | Letters,2022-02-15,0,0,1,0,0,1,0,1,1,[4471.06982422],[4475.00976562],[4304.75976562],[3.93994141],[-166.31005859],עלייה,ירידה
GSK boss upbeat over spin-off of consumer healthcare unit,2022-02-28,0,1,1,0,0,0,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
The Guardian view on healthcare in war: protect those who aid others | Editorial,2022-02-15,1,0,1,0,0,1,0,1,1,[4471.06982422],[4475.00976562],[4304.75976562],[3.93994141],[-166.31005859],עלייה,ירידה
Covid-19 Australia data tracker,2022-02-21,0,0,0,0,0,0,0,1,1,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
Covid-19 vaccine Australia rollout tracker,2022-02-21,0,0,0,0,0,0,0,1,1,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
How to move: exercising after having Covid-19,2022-02-16,0,1,0,0,0,0,0,1,0,[4475.00976562],[4380.25976562],[4225.5],[-94.75],[-249.50976562],ירידה,ירידה
Sanofi and GSK seek approval for Covid-19 vaccine,2022-02-23,0,1,0,0,1,0,0,0,0,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
Hong Kong domestic workers left homeless after being fired for contracting Covid-19,2022-02-23,1,0,1,0,0,1,0,1,1,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
Pandemic helps heartless romance fraudsters infect the internet,2022-02-13,1,0,1,0,0,1,0,1,1,,[4401.66992188],,,,ללא שינוי,ללא שינוי
Pfizer accused of pandemic profiteering as profits double,2022-02-08,0,0,1,0,0,1,0,1,0,[4521.54003906],[4587.18017578],[4471.06982422],[65.64013672],[-50.47021484],עלייה,ירידה
"Almost 15,000 ‘ghost flights’ have left UK since pandemic began",2022-02-22,0,0,1,0,0,0,0,1,1,[4304.75976562],[4225.5],[4306.25976562],[-79.25976562],[1.5],ירידה,עלייה
Millions in England face ‘second pandemic’ of mental health issues,2022-02-21,1,0,1,0,0,1,0,1,1,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
Pandemic pets: how do owners cope as costs bound ahead?,2022-02-12,0,0,0,1,0,1,1,1,1,,,,,,ללא שינוי,ללא שינוי
Covid-19 vaccine Australia rollout tracker,2022-02-21,0,0,0,0,0,0,0,1,1,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
Sanofi and GSK seek approval for Covid-19 vaccine,2022-02-23,0,1,0,0,1,0,0,0,0,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
Germany hopes protein-based Covid vaccine will sway sceptics,2022-02-21,1,1,0,0,0,0,0,1,0,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
Indian health workers allege widespread vaccine certificate fraud,2022-02-02,1,0,1,0,0,1,0,1,0,[4589.37988281],[4477.43994141],[4587.18017578],[-111.93994141],[-2.19970703],ירידה,ירידה
US army begins discharging soldiers who refuse Covid vaccine,2022-02-03,1,0,0,0,0,0,0,1,1,[4477.43994141],[4500.52978516],[4504.08007812],[23.08984375],[26.64013672],עלייה,עלייה
Addressing the need for increased mental health provision | Letter,2022-02-25,1,0,1,0,0,1,0,1,0,[4384.64990234],,[4328.87011719],,[-55.77978516],ללא שינוי,ירידה
"Hot days lead to more mental health emergencies, study finds",2022-02-23,1,0,0,0,0,0,0,1,1,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
Investment is the only way to boost mental health services | Letter,2022-02-22,1,1,0,0,0,1,0,1,0,[4304.75976562],[4225.5],[4306.25976562],[-79.25976562],[1.5],ירידה,עלייה
‘I forget everything’: the benefits of nature for mental health,2022-02-21,1,1,0,1,1,1,0,0,0,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
Mental health helpline funded by royals shared users’ anonymised conversations,2022-02-19,1,0,1,0,1,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Australia has virtually zero economic leverage over Moscow,2022-02-25,0,0,1,0,0,0,0,1,1,[4384.64990234],,[4328.87011719],,[-55.77978516],ללא שינוי,ירידה
Why a swift economic victory against Russia looks unlikely,2022-02-23,1,0,0,0,0,0,0,1,1,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
TV tonight: the truth of Brexit’s economic nightmare,2022-02-01,0,0,1,0,0,0,1,1,1,[4546.54003906],[4589.37988281],[4521.54003906],[42.83984375],[-25.],עלייה,ירידה
NatWest: the bailed-out bank that’s become an economic bellwether,2022-02-13,0,1,0,1,0,0,1,1,1,,[4401.66992188],,,,ללא שינוי,ללא שינוי
"US-Canada bridge blockade risks huge economic damage, governments warn",2022-02-09,1,0,1,0,0,1,0,1,1,[4587.18017578],[4504.08007812],[4475.00976562],[-83.10009766],[-112.17041016],ירידה,ירידה
Russia’s central bank doubles interest rates and closes stock market as rouble plunges,2022-02-28,1,0,0,0,0,1,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
Russian central bank hikes rates and closes stock market as rouble crashes; oil and gas soar – as it happened,2022-02-28,1,0,0,0,0,1,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
Ukraine crisis: commodities prices surge as stock markets slump,2022-02-24,1,0,0,0,0,1,0,1,1,[4288.70019531],[4384.64990234],[4363.49023438],[95.94970703],[74.79003906],עלייה,עלייה
Kyiv vows to ‘resist’ cyberattacks; stock markets bounce back – as it happened,2022-02-16,1,1,1,0,0,0,1,1,1,[4475.00976562],[4380.25976562],[4225.5],[-94.75],[-249.50976562],ירידה,ירידה
Russian central bank buys up roubles to avert stock market collapse,2022-02-24,1,0,0,0,0,0,0,1,1,[4288.70019531],[4384.64990234],[4363.49023438],[95.94970703],[74.79003906],עלייה,עלייה
UK shop price inflation almost doubles in January,2022-02-02,1,0,0,0,0,0,0,1,1,[4589.37988281],[4477.43994141],[4587.18017578],[-111.93994141],[-2.19970703],ירידה,ירידה
‘I’m quite fearful’: workers and employers on growing inflation,2022-02-15,1,0,1,0,0,0,0,1,1,[4471.06982422],[4475.00976562],[4304.75976562],[3.93994141],[-166.31005859],עלייה,ירידה
Irn-Bru maker raises prices as UK inflation soars,2022-02-01,0,0,0,0,0,0,1,1,0,[4546.54003906],[4589.37988281],[4521.54003906],[42.83984375],[-25.],עלייה,ירידה
Sky reveals inflation-busting price increases for TV and broadband,2022-02-16,1,0,1,0,0,1,0,1,1,[4475.00976562],[4380.25976562],[4225.5],[-94.75],[-249.50976562],ירידה,ירידה
Inflation may pose tougher challenge than end of Covid restrictions,2022-02-15,1,0,0,0,0,0,0,1,1,[4471.06982422],[4475.00976562],[4304.75976562],[3.93994141],[-166.31005859],עלייה,ירידה
Credibility challenge: Bank of England walks a tightrope on interest rates,2022-02-15,1,0,1,0,0,0,0,1,1,[4471.06982422],[4475.00976562],[4304.75976562],[3.93994141],[-166.31005859],עלייה,ירידה
"In the face of war, central bank hawks must retreat on inflation",2022-02-26,1,0,0,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Central banks should be cautious in calibrating a response to inflation | Larry Elliott,2022-02-13,1,0,0,0,0,0,0,1,1,,[4401.66992188],,,,ללא שינוי,ללא שינוי
Equal paid parental leave could provide the economic boost Australia needs | Jessica Mizrahi,2022-02-14,0,1,1,0,0,0,1,1,1,[4401.66992188],[4471.06982422],,[69.39990234],,עלייה,ללא שינוי
"UK green economy has failed to grow since 2014, according to official data",2022-02-17,0,0,1,0,0,1,0,1,1,[4380.25976562],[4348.87011719],[4288.70019531],[-31.38964844],[-91.55957031],ירידה,ירידה
"Be warned: for influencers, social justice is no more than a branding device | Rachel Connolly",2022-02-09,0,0,1,0,0,1,0,1,0,[4587.18017578],[4504.08007812],[4475.00976562],[-83.10009766],[-112.17041016],ירידה,ירידה
‘They do not bend the knee’: US right courts UFC as NFL nods at social justice,2022-02-23,0,0,1,0,0,0,0,1,0,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
Truth Social: beta testers get a glimpse of Donald Trump’s new social media app,2022-02-17,0,0,1,0,0,0,0,1,0,[4380.25976562],[4348.87011719],[4288.70019531],[-31.38964844],[-91.55957031],ירידה,ירידה
Bucs’ Ali Marpet walks away from NFL at 28 with $20m still left on contract,2022-02-27,0,1,0,1,0,0,1,0,0,,[4373.93994141],,,,ללא שינוי,ללא שינוי
The big picture: the geometry of social distancing,2022-02-27,1,0,0,0,0,0,0,1,1,,[4373.93994141],,,,ללא שינוי,ללא שינוי
Can Biden tackle rising crime without abandoning police reform promise?,2022-02-06,1,0,0,0,0,0,0,1,1,,[4483.87011719],,,,ללא שינוי,ללא שינוי
The fall of Cressida Dick gives us the opportunity to truly reform Britain’s police  | Abimbola Johnson,2022-02-15,0,1,1,0,0,1,0,1,0,[4471.06982422],[4475.00976562],[4304.75976562],[3.93994141],[-166.31005859],עלייה,ירידה
Real constitutional reform goes beyond abolishing the monarchy | Letters,2022-02-20,0,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Police review chief says ‘Betamax police’ stuck in the past ,2022-02-21,1,0,1,0,0,1,0,1,0,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
Only root-and-branch reform of the Met will suffice | Letter,2022-02-02,1,0,1,0,0,1,0,1,0,[4589.37988281],[4477.43994141],[4587.18017578],[-111.93994141],[-2.19970703],ירידה,ירידה
Climate change bills in Northern Ireland edge closer to completion,2022-02-10,0,1,0,0,0,0,0,1,1,[4504.08007812],[4418.64013672],[4380.25976562],[-85.43994141],[-123.8203125],ירידה,ירידה
What is the IPCC climate change report – and what does it say?,2022-02-28,1,0,0,0,0,1,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
Perth festival production of climate change work criticised for ‘farcical’ fossil fuel sponsorship,2022-02-11,1,0,1,0,0,1,0,1,1,[4418.64013672],,[4348.87011719],,[-69.77001953],ללא שינוי,ירידה
"Climate change is intensifying Earth’s water cycle at twice the predicted rate, research shows",2022-02-23,1,0,0,0,0,0,0,1,1,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
Hurricane Lizards and Plastic Squid by Thor Hanson review – how nature is adapting to climate change,2022-02-17,1,1,0,0,0,0,0,1,1,[4380.25976562],[4348.87011719],[4288.70019531],[-31.38964844],[-91.55957031],ירידה,ירידה
UK government ‘failing’ to cut carbon emissions from home heating,2022-02-03,1,0,1,0,0,1,0,1,1,[4477.43994141],[4500.52978516],[4504.08007812],[23.08984375],[26.64013672],עלייה,עלייה
How the UK can cut carbon emissions and reduce household energy bills,2022-02-13,1,1,0,0,0,0,1,1,1,,[4401.66992188],,,,ללא שינוי,ללא שינוי
"Deforestation emissions far higher than previously thought, study finds",2022-02-28,1,0,1,0,0,1,0,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
Why the shutdown of AGL’s coal-fired plants will probably happen even sooner than power giant says ,2022-02-10,0,0,1,0,0,0,0,1,1,[4504.08007812],[4418.64013672],[4380.25976562],[-85.43994141],[-123.8203125],ירידה,ירידה
Can you really carbon offset a power station? It should be a last resort | Graham Readfearn,2022-02-09,0,0,1,0,0,0,0,1,1,[4587.18017578],[4504.08007812],[4475.00976562],[-83.10009766],[-112.17041016],ירידה,ירידה
Defense and cybersecurity stocks climb amid Russia’s invasion of Ukraine,2022-02-28,1,1,0,0,0,0,1,1,1,[4373.93994141],[4306.25976562],[4201.08984375],[-67.68017578],[-172.85009766],ירידה,ירידה
"Russia-backed hackers behind powerful new malware, UK and US say",2022-02-24,1,0,1,0,0,0,0,1,1,[4288.70019531],[4384.64990234],[4363.49023438],[95.94970703],[74.79003906],עלייה,עלייה
"Russia unleashed data-wiper malware on Ukraine, say cyber experts",2022-02-24,1,0,0,0,0,0,0,1,1,[4288.70019531],[4384.64990234],[4363.49023438],[95.94970703],[74.79003906],עלייה,עלייה
UK firms warned of Russian cyberwar ‘spillover’ from Ukraine,2022-02-23,1,0,0,0,0,0,0,1,1,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
Ukraine accuses Russia of cyber-attack on two banks and its defence ministry,2022-02-16,1,0,1,0,0,0,0,1,1,[4475.00976562],[4380.25976562],[4225.5],[-94.75],[-249.50976562],ירידה,ירידה
"US, UK and European sanctions target Russian economy and oligarchs – as it happened",2022-02-23,1,0,1,0,0,0,0,1,1,[4225.5],[4288.70019531],[4386.54003906],[63.20019531],[161.04003906],עלייה,עלייה
UK economy rebounced by 7.5% in 2021; US consumer sentiment hit by inflation surge – as it happened,2022-02-11,1,1,0,0,0,0,0,1,1,[4418.64013672],,[4348.87011719],,[-69.77001953],ללא שינוי,ירידה
Boris Johnson promises massive sanctions to ‘hobble’ Russian economy,2022-02-24,1,0,1,0,0,0,0,1,1,[4288.70019531],[4384.64990234],[4363.49023438],[95.94970703],[74.79003906],עלייה,עלייה
The Guardian view on Britain’s green economy: seriously underpowered | Editorial,2022-02-20,0,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
The Guardian view on unaffordable homes: building injustice into the economy | Editorial,2022-02-21,0,0,1,0,0,1,0,1,1,,[4304.75976562],[4373.93994141],,,ללא שינוי,ללא שינוי
The Guardian’s Politics Weekly podcast relaunches with dedicated UK & US editions,2022-02-24,0,1,0,0,0,0,0,1,0,[4288.70019531],[4384.64990234],[4363.49023438],[95.94970703],[74.79003906],עלייה,עלייה
"‘Putin chose this war,’ Biden says as he announces new sanctions – US politics as it happened",2022-02-24,1,0,1,0,0,1,0,1,1,[4288.70019531],[4384.64990234],[4363.49023438],[95.94970703],[74.79003906],עלייה,עלייה
